56,Male,88.3,180,157,60,1.69,1313.0,2.25,4,3,30.2
46,Female,57.14,179,151,66,1.58,883.0,2.1,4,2,32.0
25,Male,53.2,190,164,56,0.59,532.0,2.21,3,1,18.41
50,Male,46.1,188,158,68,0.64,556.0,2.8,3,1,14.39
56,Female,58.0,168,156,74,1.59,1116.0,2.7,5,3,20.55
36,Ma.,70.3,174,169,73,1.49,1385.0,2.3,3,2,23.76
46,Male,121.7,185,127,52,1.03,719.0,2.6,4,2,32.34
41,Male,120.8,188,146,54,0.82,593.0,3.0,2,1,43.31
53,Male,51.7,175,152,50,1.15,865.0,3.5,3,2,17.89
57,Male,112.5,195,165,61,1.24,1013.0,2.7,3,2,43.4
41,,94.5,179,136,69,1.18,794.0,3.7,3,1,23.62
39,Female,42.5,181,131,52,1.13,740.0,2.1,4,1,13.88
19,Female,64.0,166,167,58,1.33,1111.0,2.3,3,2,27.34
41,Female,43.8,182,165,58,1.19,884.0,1.6,3,1,13.98
47,Female,66.8,199,146,56,1.13,742.0,2.5,3,2,21.81
33,Male,89.0,175,127,72,1.46,1048.0,3.7,4,2,28.41
38,Male,71.9,197,142,72,1.12,875.0,3.1,2,1,22.95
29,Male,120.9,197,168,65,0.78,721.0,3.4,4,1,38.16
39,Female,64.3,200,148,58,1.25,925.0,1.9,4,2,22.51
57,Male,65.2,192,139,68,0.73,502.0,2.7,2,1,20.12
45,Male,84.9,186,136,66,1.64,1104.0,3.5,5,3,24.54
33,Female,78.0,183,135,55,1.29,871.0,2.33,3,2,27.64
32,Male,108.2,172,138,53,1.27,964.0,3.5,3,1,33.4
54,Female,50.2,188,157,67,1.48,1046.0,2.44,2,1,19.37
56,Female,59.3,182,155,57,1.26,879.0,2.6,4,2,24.37
26,Female,44.3,186,136,61,1.08,734.0,2.0,3,1,17.3
37,Male,124.2,168,158,50,1.5,1304.0,2.8,2,1,40.1
32,Male,88.1,182,131,68,1.2,1016.0,3.0,2,1,23.17
52,Female,110.55,169,151,58,1.23,836.0,2.0,3,1,20.42
29,Male,96.7,161,151,62,1.26,1046.0,2.8,3,1,32.69
19,Female,73.0,177,125,61,0.81,506.0,1.6,3,1,22.78
51,Female,44.8,198,137,69,1.08,666.0,2.1,4,2,16.86
27,Male,87.5,183,135,68,1.75,1299.0,2.8,5,3,32.93
53,Male,51.8,179,127,61,1.23,773.0,3.7,3,2,17.11
43,Female,64.4,160,144,59,1.97,1418.0,2.7,5,3,22.28
48,Female,67.1,160,151,74,0.62,421.0,1.5,2,1,25.89
25,Female,65.4,160,141,58,0.89,627.0,2.76,3,1,20.88
57,Female,64.0,170,129,52,1.73,1004.0,2.7,3,3,27.7
33,Female,40.5,181,147,66,1.07,786.0,1.5,4,2,15.24
35,Male,70.1,185,125,63,1.28,743.0,2.3,3,3,21.88
41,Female,53.7,183,142,74,1.37,875.0,1.6,3,1,18.15
32,Female,61.7,183,135,54,1.87,1262.0,2.7,5,3,24.72
18,Female,52.3,187,157,58,1.03,990.0,2.2,4,1,17.27
41,Female,41.28,175,169,57,1.45,1103.0,2.0,4,2,22.89
28,Mal.,81.6,174,153,50,1.09,917.0,3.5,4,2,29.61
25,Male,81.5,182,159,53,1.93,1688.0,3.5,4,3,31.44
50,Female,56.4,185,163,74,1.26,924.0,2.6,3,1,22.31
22,Male,102.6,163,153,65,1.25,1052.0,2.7,3,2,30.3
45,Female,59.4,169,142,65,1.15,735.0,1.9,2,2,26.05
26,Male,77.7,177,126,73,1.16,804.0,3.0,3,2,29.61
25,Female,41.2,193,144,64,1.49,1073.0,2.1,4,2,15.7
51,Male,109.3,182,157,64,0.54,420.0,3.3,3,1,34.5
50,Male,69.6,169,139,68,0.97,667.0,2.0,3,1,18.12
41,Ma.,71.7,162,168,51,0.51,424.0,2.5,2,1,18.66
52,Female,79.4,166,163,59,1.39,1020.0,1.5,3,1,31.41
39,Female,55.4,192,136,72,1.44,979.0,1.6,4,2,21.64
44,Male,85.5,174,160,57,1.78,1357.0,3.5,4,3,25.81
54,Male,65.82,191,164,63,0.55,446.0,2.8,3,1,23.74
20,Male,82.7,180,146,59,1.69,1357.0,3.5,5,3,20.88
22,Female,63.2,180,155,53,1.37,790.0,2.4,4,2,26.65
31,Male,86.6,172,151,66,1.29,1071.0,3.3,3,2,27.96
56,Male,129.5,160,129,66,1.0,639.0,2.64,2,1,34.06
57,Male,98.0,194,130,56,1.28,824.0,3.5,4,2,29.26
32,Female,59.0,184,160,64,0.51,408.0,1.8,2,1,21.41
49,Male,82.8,185,159,73,1.91,1503.0,3.5,5,3,21.78
40,Female,63.5,171,159,59,1.31,1041.0,1.6,3,2,24.5
56,Male,69.3,195,138,58,0.66,451.0,3.37,2,1,24.55
46,Female,92.8,175,137,69,1.69,1042.0,2.7,4,3,22.08
49,Male,115.3,161,125,61,1.38,854.0,3.2,2,1,31.61
24,Female,62.9,180,135,59,0.79,958.0,2.3,4,2,19.63
39,Male,62.0,195,127,54,0.97,678.0,3.2,3,1,23.05
45,Male,88.5,198,167,67,1.53,1265.0,3.5,4,3,27.93
19,Female,73.9,198,137,64,1.26,877.0,2.73,3,2,23.59
23,Male,83.1,185,125,56,0.7,624.0,3.1,3,1,25.65
45,Male,46.6,176,168,55,1.46,1214.0,2.4,3,2,14.54
33,Male,103.5,175,168,57,0.54,499.0,3.1,2,1,28.97
47,Female,61.9,190,131,61,1.95,1150.0,2.7,4,3,26.1
28,,52.0,168,164,70,1.32,1082.0,2.0,3,2,20.06
45,Male,113.4,190,129,62,0.83,530.0,2.3,2,1,38.78
50,Female,67.1,161,120,59,0.67,362.0,2.7,3,2,21.91
44,Female,69.5,192,174,69,1.02,711.0,2.1,3,1,22.69
30,Male,107.9,194,144,64,1.08,832.0,2.5,3,2,39.16
56,Male,88.5,161,144,59,1.57,1119.0,3.5,4,3,25.86
23,Male,80.9,178,126,59,1.55,1074.0,3.5,4,3,24.97
26,Female,54.0,175,148,54,1.14,844.0,3.6,3,1,23.07
41,Male,51.5,166,126,60,1.09,680.0,2.1,4,2,15.9
21,Male,64.8,164,119,54,1.2,778.0,2.8,3,2,22.16
29,Female,56.2,191,123,61,0.68,418.0,2.6,3,1,17.94
19,Female,49.0,176,147,64,1.05,772.0,2.4,3,1,17.16
20,Male,128.2,164,132,58,0.83,603.0,2.3,3,1,37.87
34,Female,56.2,192,138,59,1.81,1249.0,2.7,5,3,17.94
19,Male,87.8,195,161,72,1.28,1133.0,3.3,2,1,27.71
49,Female,62.1,170,152,73,1.37,937.0,1.8,3,2,22.54
18,Male,68.1,173,153,50,1.1,926.0,3.3,4,2,21.02
36,Male,69.2,165,126,82,1.23,852.0,2.7,2,1,25.42
49,Female,106.96,188,148,74,1.03,686.0,2.5,3,2,14.69
23,Female,41.9,198,132,67,0.56,370.0,1.8,3,1,16.78
21,Male,88.4,198,121,67,1.71,1138.0,2.75,4,3,34.53
34,Male,56.53,170,130,67,1.26,929.0,2.1,4,2,26.73
41,Female,63.4,162,153,55,1.07,1267.0,2.7,2,3,25.08
22,Female,71.6,197,158,56,1.49,1177.0,1.8,3,1,22.85
28,Male,87.0,197,121,60,1.2,799.0,3.5,3,2,28.09
33,Female,78.0,187,146,58,1.08,734.0,2.1,3,1,26.67
46,Female,58.0,196,140,60,1.83,1153.0,1.7,4,3,24.78
37,Male,49.1,193,138,52,1.1,842.0,2.6,3,2,16.22
36,Female,57.3,164,138,70,1.13,887.0,1.8,2,2,21.3
36,Male,110.2,191,156,74,1.19,1021.0,3.4,2,1,35.18
49,Male,82.1,162,160,64,1.87,1481.0,3.5,4,3,23.73
24,Fem.,58.9,189,130,73,0.63,410.0,1.7,3,1,19.01
58,Male,82.2,171,143,55,1.57,1111.0,3.5,4,3,23.51
50,Male,96.7,188,125,62,1.46,903.0,2.7,3,2,32.69
57,Male,81.4,162,145,70,1.8,1292.0,3.5,5,1,23.53
57,Female,68.5,168,138,68,1.45,900.0,1.6,4,2,28.15
45,Female,44.5,162,148,71,1.44,959.0,1.6,3,1,16.35
48,Male,73.7,172,121,63,1.36,815.0,3.6,4,2,28.43
47,Male,55.6,198,138,68,1.2,820.0,2.9,4,2,17.75
59,Male,86.9,187,123,60,1.13,688.0,3.1,3,2,28.05
19,Male,110.8,161,149,54,1.31,1074.0,2.9,2,1,30.37
54,Male,55.2,164,152,67,0.77,579.0,2.8,4,1,18.88
49,Male,46.5,169,120,72,1.4,832.0,2.6,4,2,15.72
33,Male,117.0,166,166,55,1.04,744.0,2.4,3,2,45.14
25,Male,49.9,165,122,68,1.15,772.0,2.1,3,2,12.73
55,Female,79.7,195,160,68,1.06,763.0,3.17,2,1,28.92
37,Female,76.07,170,150,62,1.31,982.0,2.4,3,1,22.15
42,Male,97.9,193,136,73,1.01,680.0,2.8,3,2,26.84
42,,72.4,177,157,61,1.07,713.0,2.3,3,2,25.35
35,Female,68.82,199,145,66,1.63,1182.0,2.7,5,3,25.39
19,Female,58.8,181,136,53,1.4,952.0,2.7,2,1,18.77
52,Male,105.2,189,141,61,1.36,949.0,3.2,3,1,40.09
33,Female,45.9,189,144,62,0.92,662.0,1.7,3,1,20.4
50,Male,90.0,168,124,74,0.81,497.0,2.7,2,2,31.14
21,Female,60.0,179,123,52,1.97,1212.0,2.7,5,3,20.76
25,Fema.,57.8,170,156,66,1.35,1053.0,1.6,3,2,23.75
20,Male,77.65,167,145,57,0.63,502.0,2.0,2,1,34.83
47,Male,67.6,185,136,55,1.37,922.0,3.4,4,2,24.25
55,Female,42.9,186,106,56,0.9,567.0,2.4,2,1,15.02
44,Male,89.3,192,135,58,0.73,936.0,2.0,4,2,22.55
51,Fema.,70.3,178,139,54,1.4,876.0,1.6,3,1,29.26
47,Female,49.9,178,147,64,1.48,979.0,1.7,3,0,17.47
50,Male,101.7,192,127,57,0.53,333.0,2.9,2,1,36.47
45,Male,93.0,175,143,66,1.03,729.0,3.7,3,2,25.49
50,Male,87.4,182,122,67,0.77,465.0,3.1,2,1,34.14
45,Male,81.4,164,136,55,1.14,796.0,2.2,4,2,31.4
34,Male,84.8,187,129,63,1.38,1181.0,3.5,5,3,24.51
46,Male,55.1,164,149,66,1.43,970.0,2.85,3,2,18.62
23,Female,59.0,185,141,58,1.67,1177.0,3.18,5,3,18.62
48,Female,62.9,192,124,69,1.98,1105.0,2.7,4,3,25.2
52,Male,85.6,182,145,53,1.84,1321.0,3.12,4,3,28.27
50,Female,66.3,192,132,73,1.25,742.0,1.6,2,2,26.9
33,Male,63.8,185,143,72,1.3,1022.0,3.4,2,1,24.31
50,Female,77.77,175,122,65,1.85,1016.0,2.7,4,3,23.06
35,Female,78.0,198,168,57,1.13,949.0,2.5,2,2,27.97
48,Male,69.0,160,129,58,1.48,1223.0,2.3,3,2,22.79
20,Female,75.8,197,133,53,1.42,944.0,2.0,4,2,23.92
40,Female,75.7,161,131,60,0.69,407.0,2.3,3,1,28.49
41,Female,71.2,165,147,54,1.42,939.0,2.3,3,2,26.47
49,Male,85.0,197,110,74,1.82,1468.0,3.5,4,3,30.12
39,Female,63.6,173,148,65,0.88,903.0,2.4,2,1,26.13
40,Male,73.2,177,162,69,0.81,722.0,2.4,2,1,19.45
19,Female,48.3,186,136,56,0.96,653.0,1.6,2,1,20.91
59,Male,88.1,187,168,74,1.35,1123.0,3.0,3,2,28.44
43,Male,73.2,176,142,63,1.11,822.0,3.3,4,1,20.71
34,Male,110.5,188,139,62,1.42,1086.0,3.6,2,1,31.94
57,Female,46.1,165,130,60,1.44,842.0,1.7,3,2,14.88
26,Female,49.89,181,158,71,1.7,1096.0,2.7,5,3,26.01
56,Female,45.1,165,129,73,0.83,482.0,2.6,4,1,15.07
47,Male,89.4,198,125,59,1.43,885.0,3.6,3,2,34.06
34,Male,127.7,171,155,53,1.14,875.0,2.9,3,2,44.71
42,Female,49.2,173,131,63,1.32,678.0,1.5,3,2,21.87
18,Female,72.7,189,125,57,0.84,525.0,2.0,3,1,30.26
25,,76.5,180,120,59,1.78,442.0,2.3,3,1,19.91
33,Male,113.6,169,125,58,1.38,949.0,3.4,2,1,28.69
31,Female,62.5,168,169,74,1.56,1318.0,2.7,4,3,23.81
40,Male,51.7,161,160,68,0.9,792.0,3.0,3,1,15.61
32,Male,105.3,184,143,55,0.57,448.0,2.9,3,1,37.76
44,Female,78.1,193,134,74,0.92,555.0,2.6,3,1,34.25
19,Female,50.6,193,141,64,1.21,877.0,2.61,3,2,17.93
49,Male,70.2,194,144,51,0.7,440.0,2.6,3,1,19.65
40,Female,62.6,197,143,73,1.93,1380.0,2.7,4,3,26.74
39,Female,60.6,183,149,63,0.92,768.0,1.7,3,1,22.26
42,Male,76.4,165,157,65,1.14,886.0,2.6,3,2,19.69
47,Female,63.3,178,137,56,1.88,1175.0,2.7,4,3,21.65
59,Male,123.3,177,161,67,1.3,1036.0,2.6,4,2,34.89
23,Male,107.0,198,120,73,1.35,891.0,2.9,2,1,28.43
32,Male,68.3,168,131,57,1.42,1289.0,3.5,2,1,18.53
50,Female,58.4,164,131,56,1.6,943.0,2.7,4,3,18.23
25,Female,74.3,162,157,64,1.43,1123.0,1.6,3,2,25.41
21,Female,115.37,163,161,53,1.37,1103.0,1.7,4,2,22.98
52,Male,104.8,187,130,56,1.47,598.0,2.0,4,1,26.46
57,Male,82.2,191,155,63,1.72,882.0,3.4,4,2,28.78
30,Male,91.4,171,152,60,1.37,1145.0,3.72,3,2,23.08
34,Male,92.0,175,143,73,0.73,574.0,3.5,3,1,29.7
43,Male,82.9,181,140,70,1.9,1505.0,3.5,5,3,21.8
54,Female,66.9,195,129,62,1.24,720.0,2.1,2,1,22.1
49,Female,69.3,191,122,62,1.14,626.0,1.9,4,2,26.41
